ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Age,Household_Size,TotalSpent,LuxuryScore,HealthScore,TotalPurchases,TotalCampaignsAccepted,CmpAccRecency,CampaignMomentum,SpendPerCapita,Tenure,LoyaltyScore,WebPurchasesPerVisit,OnlinePurchases,WebRation_Z,ImpulseIndex
9999,1965,Graduation,Together,75276.0,0,0,2012-09-27,2,610,105,125,137,42,21,1,9,4,9,5,0,0,0,0,0,0,3,11,0,60,2,1040,0.6067307692307692,0.3528846153846154,22,0,0,0.0,520.0,159,0.7584188042592858,1.5,0.5652173913043478,0.6877828088649096,0.37552261713465845
7617,1974,Graduation,Single,42373.0,1,1,2013-08-15,83,67,5,61,3,8,19,5,2,1,5,5,0,0,0,0,0,0,3,11,0,51,3,163,0.5276073619631901,0.4233128834355828,8,0,0,0.0,54.333333333333336,148,0.14909141019012567,0.3333333333333333,0.3333333333333333,-0.4581298337596626,0.41856332328377044
615,1960,Graduation,Together,30507.0,0,0,2013-03-11,29,65,36,74,38,20,110,1,5,1,4,7,0,0,0,0,0,0,3,11,0,65,2,343,0.5102040816326531,0.4314868804664723,10,0,0,0.0,171.5,153,0.3445079726317456,0.625,0.5454545454545454,-0.09750638875865944,0.2965105290148012
2552,1955,PhD,Single,55521.0,1,2,2013-10-22,11,416,0,26,0,0,4,9,6,3,6,7,0,1,0,0,0,0,3,11,1,70,4,446,0.9417040358744395,0.05829596412556054,15,1,4,0.1,111.5,146,0.46274860514002547,0.75,0.5625,0.03758761756357828,0.57734548990286
194,1965,Graduation,Married,48006.0,1,1,2014-06-09,55,23,0,11,3,2,2,1,1,0,3,6,0,0,0,0,0,0,3,11,0,60,4,41,0.6097560975609756,0.34146341463414637,4,0,0,0.0,10.25,138,0.1383163574520309,0.14285714285714285,0.2,-0.7391364827064725,0.17487972375770908
3645,1972,PhD,Single,27213.0,1,0,2012-08-30,19,19,3,26,10,9,3,3,2,0,4,8,0,0,0,0,0,0,3,11,1,53,2,70,0.3142857142857143,0.5571428571428572,6,0,0,0.0,35.0,160,0.352600938375966,0.2222222222222222,0.2857142857142857,-0.6167459066534249,0.34663663037060793
8890,1971,PhD,Divorced,65808.0,1,1,2014-05-30,1,155,7,80,13,7,10,3,5,1,5,6,0,0,0,0,0,0,3,11,0,54,3,272,0.6066176470588235,0.36764705882352944,11,0,0,0.0,90.66666666666667,139,0.7318534957557583,0.7142857142857143,0.5,0.0,0.3757139279493489
5049,1974,PhD,Together,30351.0,1,0,2013-06-06,19,14,0,24,3,3,2,1,3,0,2,9,0,0,0,0,0,0,3,11,0,51,3,46,0.34782608695652173,0.5869565217391305,5,0,0,0.0,15.333333333333334,150,0.31139958964262326,0.3,0.5,-0.5042825486767593,0.20158691153378236
9973,1963,Graduation,Married,50437.0,0,2,2012-10-17,28,370,9,92,6,9,4,3,7,1,8,7,0,0,0,0,0,0,3,11,0,62,4,490,0.763265306122449,0.21836734693877552,16,0,0,0.0,122.5,158,0.34174970829924894,0.875,0.47058823529411764,0.163357128534868,0.39525729746468047
7301,1982,2n Cycle,Single,23616.0,1,0,2012-11-17,76,4,22,11,3,7,32,2,3,0,3,8,0,0,0,0,0,0,3,11,1,43,2,79,0.45569620253164556,0.45569620253164556,6,0,0,0.0,39.5,157,0.15797935767555593,0.3333333333333333,0.42857142857142855,-0.4581298337596626,0.3000055824275956
10882,1976,Graduation,Married,53858.0,0,1,2012-11-09,50,407,53,221,58,150,26,4,4,3,6,4,0,0,0,0,0,0,3,11,0,49,3,915,0.473224043715847,0.3628415300546448,13,0,0,0.0,305.0,157,0.28993343983893705,0.8,0.5,0.08894129140514129,0.541090421451984
7030,1955,PhD,Married,66465.0,0,1,2013-03-30,1,1200,0,204,38,29,14,3,11,9,12,6,0,0,0,1,0,0,3,11,0,70,3,1485,0.8175084175084175,0.16296296296296298,32,1,1,-0.20000000000000004,495.0,153,0.8153627046687407,1.5714285714285714,0.6060606060606061,0.7391364827064725,0.6135749274173498
7422,1987,Graduation,Single,46923.0,1,0,2012-08-22,90,85,44,54,102,78,6,3,5,1,7,7,0,0,0,0,0,0,3,11,0,38,2,369,0.24661246612466126,0.5420054200542005,13,0,0,0.0,184.5,160,0.19052581379119832,0.625,0.42857142857142855,-0.09750638875865944,0.4657138888320196
3523,1962,Graduation,Together,75072.0,0,1,2013-01-23,83,583,34,309,0,22,125,2,5,4,8,3,0,0,0,0,0,0,3,11,0,63,3,1073,0.6598322460391426,0.3196644920782852,17,0,0,0.0,357.6666666666667,155,0.22076334682770032,1.25,0.5,0.49571745132324085,0.4037616812625517
7106,1943,PhD,Married,75865.0,0,0,2014-03-31,73,483,0,591,156,0,12,1,3,5,10,1,0,0,0,0,0,0,3,11,0,82,2,1242,0.39855072463768115,0.6014492753623188,18,0,0,0.0,621.0,141,0.24533536808067918,1.5,0.42105263157894735,0.6877828088649096,0.21772158952125645
6504,1975,2n Cycle,Together,19789.0,1,0,2013-11-20,24,2,5,9,28,6,28,3,2,1,3,5,1,0,0,0,0,0,3,11,0,50,3,78,0.38461538461538464,0.5384615384615384,6,1,3,8.777083671441753e-18,26.0,145,0.2926081862439403,0.3333333333333333,0.42857142857142855,-0.4581298337596626,0.4778976320383839
5067,1994,Graduation,Together,80134.0,0,0,2014-02-14,11,966,26,282,52,26,26,1,2,7,11,5,0,1,1,1,1,0,3,11,0,31,2,1378,0.7198838896952104,0.2612481857764877,20,4,12,-8.777083671441753e-18,689.0,142,0.5302274332775249,0.3333333333333333,0.42857142857142855,-0.4581298337596626,0.8299357725976673
4216,1981,Graduation,Single,91065.0,0,0,2013-02-22,33,822,114,108,179,137,114,1,7,9,9,3,0,0,1,1,0,0,3,11,1,44,1,1474,0.6350067842605156,0.27204884667571233,25,2,6,-3.510833468576701e-17,1474.0,154,0.40916447878886375,1.75,0.6153846153846154,0.8615270587595198,0.7079519107207938
8581,1971,Master,Married,49505.0,1,1,2013-03-05,4,604,0,100,19,0,28,9,10,2,8,8,0,0,0,0,0,0,3,11,0,54,4,751,0.8415446071904128,0.1584553928095872,20,0,0,0.0,187.75,153,0.6296928536410404,1.1111111111111112,0.5714285714285714,0.3795676717334203,0.46232033461195443
5929,1973,PhD,Married,37401.0,1,0,2014-05-06,14,19,3,19,3,1,3,2,2,0,3,7,0,0,0,0,0,0,3,11,0,52,3,48,0.4583333333333333,0.5208333333333334,5,0,0,0.0,16.0,139,0.3451474591820231,0.25,0.3333333333333333,-0.5757793541716043,0.23451102915106609
3129,1983,Graduation,Married,30096.0,1,0,2014-05-22,30,5,3,11,12,5,9,1,2,0,3,6,0,0,0,0,0,0,3,11,0,42,3,45,0.3111111111111111,0.5777777777777777,5,0,0,0.0,15.0,139,0.23443911161412007,0.2857142857142857,0.3333333333333333,-0.5244256803300414,0.217342746930857
6528,1982,Master,Together,18492.0,1,0,2014-06-05,75,2,2,2,2,1,1,1,1,0,2,8,0,0,0,0,0,0,3,11,0,43,3,10,0.3,0.6,3,0,0,0.0,3.3333333333333335,138,0.06603210893494829,0.1111111111111111,0.25,-0.7904901565480353,0.15466778163953254
1361,1974,Master,Married,82584.0,0,0,2013-06-04,26,1076,68,103,29,91,68,1,3,4,8,1,0,1,1,0,0,0,3,11,1,51,2,1435,0.797212543554007,0.13937282229965156,15,2,9,0.30000000000000004,717.5,150,0.41293259997334,1.5,0.4375,0.6877828088649096,0.6801118590000305
6932,1941,PhD,Married,93027.0,0,0,2013-04-13,77,1285,42,716,55,0,21,0,7,10,5,2,0,0,1,0,0,0,3,11,0,84,2,2119,0.6163284568192544,0.38367154318074564,22,1,5,0.19999999999999998,1059.5,152,0.26824039534673183,2.3333333333333335,0.7391304347826086,1.2122084891949514,0.2731301526526859
7284,1953,Graduation,Married,48686.0,1,2,2013-12-04,8,10,0,7,2,0,1,1,1,0,2,8,0,0,0,0,0,0,3,11,0,72,5,20,0.55,0.45,3,0,0,0.0,4.0,144,0.3757993172079914,0.1111111111111111,0.25,-0.7904901565480353,0.12558681439099192
1340,1986,Graduation,Married,92910.0,0,0,2014-04-24,42,551,137,792,179,103,33,1,6,7,13,1,0,1,1,1,0,0,3,11,0,39,2,1795,0.3253481894150418,0.6172701949860724,26,3,10,0.09999999999999996,897.5,140,0.33915846755897416,3.0,0.48148148148148145,1.5445688119833239,0.8749950306962004
8746,1989,Graduation,Married,75433.0,1,0,2014-04-05,28,800,0,297,0,34,57,2,2,5,10,6,0,1,0,1,0,0,3,11,0,36,3,1188,0.7213804713804713,0.25,17,2,5,-0.10000000000000002,396.0,140,0.3681770963207257,0.2857142857142857,0.3888888888888889,-0.5244256803300414,0.6304740180107322
5987,1989,2n Cycle,Together,10404.0,1,0,2014-05-04,52,2,2,11,10,6,12,2,1,0,4,5,0,0,0,0,0,0,3,11,0,36,3,43,0.32558139534883723,0.5348837209302325,5,0,0,0.0,14.333333333333334,139,0.15775216239069734,0.16666666666666666,0.16666666666666666,-0.7015488651428942,0.2792319534958108
3767,1968,Graduation,Married,61314.0,0,1,2013-04-25,1,378,0,189,97,172,172,2,5,5,12,3,0,0,0,0,0,0,3,11,0,57,3,1008,0.5456349206349206,0.2837301587301587,22,0,0,0.0,336.0,152,0.7987520861556171,1.25,0.43478260869565216,0.49571745132324085,0.4884183041646925
3725,1961,PhD,Single,84865.0,0,0,2013-05-09,1,1248,16,349,43,16,16,1,2,4,9,4,0,1,1,1,1,0,3,11,1,64,1,1688,0.7488151658767772,0.24170616113744076,15,4,12,-8.777083671441753e-18,1688.0,151,0.86253188221102,0.4,0.375,-0.3691885423545213,0.8160697688672904
4324,1989,Graduation,Married,42387.0,1,0,2012-10-29,42,235,0,235,19,4,191,5,8,1,7,8,0,0,0,0,0,0,3,11,0,36,3,684,0.6228070175438597,0.3713450292397661,16,0,0,0.0,228.0,158,0.30556955913060796,0.8888888888888888,0.5294117647058824,0.17681058344597708,0.433476021235824
238,1967,2n Cycle,Together,67309.0,1,1,2013-01-23,76,515,47,181,149,95,95,15,9,6,9,7,0,0,0,0,0,0,3,11,0,58,4,1082,0.5637707948243993,0.34842883548983367,24,0,0,0.0,270.5,155,0.2232263040036706,1.125,0.6,0.3915213858224081,0.7316023644180047
6694,1964,Graduation,Married,75236.0,0,1,2013-11-25,27,438,66,400,12,38,114,1,8,3,13,4,0,0,0,0,0,0,3,11,0,61,3,1068,0.5168539325842697,0.44756554307116103,24,0,0,0.0,356.0,145,0.37488920048671004,1.6,0.44,0.7592796143597548,0.37588230506445525
498,1970,Graduation,Single,30015.0,1,0,2014-02-02,28,25,0,22,2,3,5,2,1,0,4,5,0,0,0,0,0,0,3,11,0,55,2,57,0.5263157894736842,0.42105263157894735,5,0,0,0.0,28.5,142,0.27082081410117753,0.16666666666666666,0.16666666666666666,-0.7015488651428942,0.2557532914495056
9347,1956,Master,Together,50943.0,0,1,2013-06-21,49,31,0,7,2,0,6,1,1,0,3,5,0,0,0,0,0,0,3,11,0,69,3,46,0.8043478260869565,0.1956521739130435,4,0,0,0.0,15.333333333333334,150,0.1783735112800115,0.16666666666666666,0.2,-0.7015488651428942,0.13113016536549812
9699,1966,Graduation,Divorced,67272.0,0,1,2013-12-21,12,357,35,271,28,28,14,3,6,2,12,5,0,0,0,0,0,0,3,11,0,59,2,733,0.5061391541609823,0.45566166439290584,20,0,0,0.0,366.5,144,0.49482060109347337,1.0,0.38095238095238093,0.2810066489468099,0.4472598203280402
10664,1949,Master,Widow,51529.0,0,1,2013-09-07,14,400,4,35,6,0,22,2,9,1,5,8,0,0,0,0,0,0,3,11,0,76,2,467,0.9036402569593148,0.09635974304068523,15,0,0,0.0,233.5,147,0.45779716033206685,1.0,0.625,0.2810066489468099,0.2588300682471061
5455,1971,PhD,Married,32011.0,1,0,2013-08-22,89,99,0,15,2,1,5,3,2,1,4,7,0,0,0,0,0,0,3,11,0,54,3,122,0.8524590163934426,0.13934426229508196,7,0,0,0.0,40.666666666666664,148,0.13048664961755901,0.25,0.375,-0.5757793541716043,0.2816659950186625
456,1986,2n Cycle,Married,7500.0,1,0,2013-02-07,96,1,11,5,4,6,9,2,2,0,3,8,0,0,0,0,0,0,3,11,0,39,3,36,0.2777777777777778,0.5555555555555556,5,0,0,0.0,12.0,154,0.08787040173991695,0.2222222222222222,0.3333333333333333,-0.6167459066534249,0.28451737891697165
5012,1989,Graduation,Married,28691.0,1,0,2013-07-04,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,3,11,0,36,3,34,0.2647058823529412,0.7352941176470589,4,0,0,0.0,11.333333333333334,149,0.14944484037932004,0.1111111111111111,0.2,-0.7904901565480353,0.12558681439099192
7495,1948,PhD,Married,56223.0,0,1,2013-12-20,72,77,28,31,16,0,4,2,2,1,5,4,0,0,0,0,0,0,3,11,0,77,3,156,0.5192307692307693,0.4807692307692308,8,0,0,0.0,52.0,144,0.16279615659008367,0.4,0.3333333333333333,-0.3691885423545213,0.21830603165648
5029,1946,Graduation,Married,18100.0,0,0,2013-08-06,14,3,1,2,4,3,1,1,0,0,3,5,0,0,0,0,0,0,3,11,0,79,2,14,0.2857142857142857,0.5,3,0,0,0.0,7.0,148,0.3232340634923241,0.0,0.0,-0.982555514089704,0.17177809195160387
10642,1989,Graduation,Single,30279.0,1,0,2012-12-30,13,10,4,14,4,4,1,1,1,0,3,8,0,0,0,0,0,0,3,11,0,36,2,37,0.2972972972972973,0.5945945945945946,4,0,0,0.0,18.5,156,0.3790525383518283,0.1111111111111111,0.2,-0.7904901565480353,0.19311072927187764
2106,1974,2n Cycle,Married,20130.0,0,0,2014-03-17,99,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,3,11,0,51,2,34,0.35294117647058826,0.47058823529411764,4,0,0,0.0,17.0,141,0.08408545606109094,0.1111111111111111,0.2,-0.7904901565480353,0.2072274109343784
10364,1959,Graduation,Divorced,23295.0,0,0,2013-07-13,72,0,0,1,2,12,5,1,1,0,2,8,0,0,0,0,0,0,3,11,0,66,1,20,0.25,0.15,3,0,0,0.0,20.0,149,0.13552490279186258,0.1111111111111111,0.25,-0.7904901565480353,0.23319918063945191
5954,1972,Master,Divorced,42618.0,1,0,2013-10-09,92,76,14,74,13,5,10,2,5,0,4,8,0,0,0,0,0,0,3,11,0,53,2,192,0.4479166666666667,0.5260416666666666,9,0,0,0.0,96.0,146,0.15268552791556989,0.5555555555555556,0.5,-0.17712318481285264,0.3054498984151269
1137,1964,Graduation,Single,81246.0,0,0,2013-12-29,87,398,190,537,61,156,37,1,4,5,7,1,1,0,0,1,0,0,3,11,0,61,1,1379,0.3154459753444525,0.5714285714285714,16,2,4,-0.2,1379.0,144,0.2522344755260414,2.0,0.5294117647058824,1.0201431316532825,0.7232496692052087
2541,1976,Graduation,Married,24027.0,1,0,2013-06-09,7,14,7,11,11,0,5,2,2,0,3,8,0,0,0,0,0,0,3,11,0,49,3,48,0.3958333333333333,0.6041666666666666,5,0,0,0.0,16.0,150,0.4544484756264593,0.2222222222222222,0.3333333333333333,-0.6167459066534249,0.2028767823735852
1142,1953,PhD,Married,55707.0,0,1,2013-12-22,91,208,7,82,30,66,35,2,3,2,9,3,0,0,0,0,0,0,3,11,0,72,3,428,0.5677570093457944,0.2780373831775701,14,0,0,0.0,142.66666666666666,144,0.16564476719145438,0.75,0.3333333333333333,0.03758761756357828,0.4200664855919854
2276,1955,Graduation,Single,57959.0,0,1,2013-05-02,71,430,16,322,43,24,33,5,4,7,11,3,0,0,0,0,0,0,3,11,0,70,2,868,0.533410138248848,0.43894009216589863,22,0,0,0.0,434.0,151,0.2462608236791633,1.0,0.4782608695652174,0.2810066489468099,0.5074940554634001
2807,1969,Graduation,Married,56796.0,0,1,2013-02-16,24,656,38,161,62,47,37,3,8,9,7,7,0,0,0,0,0,0,3,11,0,56,3,1001,0.6923076923076923,0.26073926073926074,24,0,0,0.0,333.6666666666667,154,0.39923443819296867,1.0,0.68,0.2810066489468099,0.46840114568250196
6471,1971,Master,Single,36230.0,1,0,2013-10-17,17,14,2,30,8,2,3,1,2,0,4,5,0,0,0,0,0,0,3,11,0,54,2,59,0.288135593220339,0.6779661016949152,6,0,0,0.0,29.5,146,0.34816926953912414,0.3333333333333333,0.2857142857142857,-0.4581298337596626,0.19239373166868454
6131,1980,2n Cycle,Married,70829.0,1,1,2013-12-01,87,141,70,106,72,19,23,2,4,2,8,3,0,0,0,0,0,0,3,11,0,45,4,431,0.3805104408352668,0.5754060324825986,14,0,0,0.0,107.75,144,0.16215480820721162,1.0,0.4,0.2810066489468099,0.384515917625073
6233,1976,Graduation,Married,65991.0,0,1,2012-09-07,21,507,19,364,25,47,9,3,9,5,10,7,0,0,0,0,0,0,3,11,0,49,3,971,0.5314109165808445,0.42018537590113286,24,0,0,0.0,323.6666666666667,159,0.4229135451506888,1.125,0.56,0.3915213858224081,0.4752890822604189
4148,1972,Graduation,Married,38988.0,1,2,2012-08-20,90,164,24,103,12,3,42,7,5,1,6,8,0,0,0,0,0,0,3,11,0,53,5,348,0.5919540229885057,0.3994252873563218,12,0,0,0.0,69.6,160,0.1571027412834482,0.5555555555555556,0.46153846153846156,-0.17712318481285264,0.4492097464121496
4947,1966,2n Cycle,Single,89572.0,0,0,2012-09-15,44,606,24,974,197,194,64,1,7,7,9,4,0,1,0,1,0,0,3,11,1,59,1,2059,0.3254006799417193,0.580378824672171,23,2,5,-0.10000000000000002,2059.0,159,0.38360928286191864,1.4,0.5833333333333334,0.6133669717351825,0.7069908529580725
3225,1984,Master,Married,42207.0,1,0,2013-04-01,71,116,11,72,3,17,46,4,4,1,5,6,1,0,0,0,0,0,3,11,1,41,3,265,0.6113207547169811,0.32452830188679244,10,1,3,8.777083671441753e-18,88.33333333333333,152,0.1903537802410339,0.5714285714285714,0.45454545454545453,-0.15861607289376242,0.5727662023543373
7540,1952,Graduation,Married,50300.0,0,1,2014-05-25,52,143,15,60,24,23,5,2,2,1,8,2,0,0,0,0,0,0,3,11,0,73,3,270,0.5481481481481482,0.36666666666666664,11,0,0,0.0,90.0,139,0.22171272934505581,0.6666666666666666,0.25,-0.0513536738415628,0.37145053786230925
10648,1982,2n Cycle,Together,66664.0,0,0,2012-09-25,78,398,96,447,220,96,32,1,5,7,6,3,0,0,0,0,0,0,3,11,0,43,2,1289,0.3335919317300233,0.5919317300232738,18,0,0,0.0,644.5,159,0.2546988499173215,1.25,0.631578947368421,0.49571745132324085,0.3976827817916537
1992,1964,Graduation,Married,60597.0,0,1,2014-01-01,2,522,0,257,32,16,66,4,2,2,8,7,0,0,0,1,0,0,3,11,1,61,3,893,0.658454647256439,0.3236282194848824,12,1,1,-0.20000000000000004,297.6666666666667,143,0.7190453634448972,0.25,0.3076923076923077,-0.5757793541716043,0.544368022849334
7851,1949,Graduation,Widow,70165.0,0,0,2013-09-22,60,161,0,253,199,191,122,1,3,7,11,1,0,0,0,0,0,0,3,11,0,76,1,926,0.30561555075593955,0.48812095032397407,21,0,0,0.0,926.0,147,0.29483853153865586,1.5,0.45454545454545453,0.6877828088649096,0.43829963558613716
8594,1958,PhD,Widow,50520.0,0,1,2014-01-28,25,112,0,6,2,1,14,2,3,1,3,6,0,0,0,0,0,0,3,11,0,67,2,135,0.9333333333333333,0.05925925925925926,7,0,0,0.0,67.5,143,0.32052734094514157,0.42857142857142855,0.5,-0.33236032278837285,0.24968235288061555
7059,1963,Graduation,Married,80124.0,0,0,2014-06-26,47,483,84,398,205,84,241,1,3,7,8,1,1,0,0,0,0,0,3,11,0,62,2,1495,0.4842809364548495,0.45953177257525085,18,1,3,8.777083671441753e-18,747.5,138,0.31333599917440524,1.5,0.5263157894736842,0.6877828088649096,0.5404522663635971
2815,1975,Graduation,Married,33183.0,1,0,2014-02-24,46,7,5,39,17,15,37,2,4,0,3,7,0,0,0,0,0,0,3,11,0,50,3,120,0.36666666666666664,0.5083333333333333,7,0,0,0.0,40.0,142,0.2129654228034092,0.5,0.5,-0.24341903138323157,0.34246860560074355
2416,1969,PhD,Single,66582.0,0,0,2014-03-03,83,789,25,420,16,38,0,1,2,8,9,1,0,0,0,0,0,0,3,11,0,56,1,1288,0.6125776397515528,0.3579192546583851,19,0,0,0.0,1288.0,141,0.25346466494303077,1.0,0.5,0.2810066489468099,0.3460734854822768
7999,1955,PhD,Together,75261.0,0,0,2013-04-23,17,1239,17,413,23,34,17,1,5,6,5,2,0,1,1,0,0,0,3,11,1,70,2,1743,0.7205966724039014,0.25989672977624784,16,2,9,0.30000000000000004,871.5,152,0.4861764142996543,1.6666666666666667,0.6470588235294118,0.8054323292768513,0.6468974976158313
9213,1970,Graduation,Widow,31880.0,1,0,2012-10-31,13,4,1,5,2,0,3,1,1,0,2,8,0,0,0,0,0,0,3,11,0,55,2,15,0.4666666666666667,0.5333333333333333,3,0,0,0.0,7.5,158,0.34632339603069195,0.1111111111111111,0.25,-0.7904901565480353,0.12558681439099192
9697,1951,Graduation,Married,53790.0,0,2,2014-03-06,86,335,42,127,28,5,5,3,7,2,8,6,0,0,0,0,0,0,3,11,0,74,4,542,0.6273062730627307,0.3634686346863469,17,0,0,0.0,135.5,141,0.1686329277799714,1.0,0.5,0.2810066489468099,0.38115824393688014
3916,1971,PhD,Together,49269.0,1,0,2012-08-15,92,639,8,166,11,8,58,3,7,3,12,7,0,0,0,0,0,0,3,11,0,54,3,890,0.7831460674157303,0.20786516853932585,22,0,0,0.0,296.6666666666667,160,0.2041477201651864,0.875,0.43478260869565216,0.163357128534868,0.3908369004825281
2021,1975,Graduation,Married,61456.0,0,1,2013-03-27,47,563,76,384,84,192,89,4,6,10,13,4,0,0,0,0,0,0,3,11,0,50,3,1388,0.4697406340057637,0.3919308357348703,29,0,0,0.0,462.6666666666667,153,0.3108078235204917,1.2,0.5333333333333333,0.45475089884142034,0.5741860380648713
1581,1980,Graduation,Married,37406.0,1,0,2013-10-10,18,2,0,8,2,2,3,1,1,0,2,8,0,0,0,0,0,0,3,11,1,45,3,17,0.29411764705882354,0.5882352941176471,3,0,0,0.0,5.666666666666667,146,0.27776187750937237,0.1111111111111111,0.25,-0.7904901565480353,0.17167905696462893
564,1981,PhD,Together,56937.0,1,0,2012-08-04,81,746,8,125,11,8,8,7,8,6,9,6,0,1,0,0,0,0,3,11,1,44,3,906,0.8322295805739515,0.15894039735099338,23,1,4,0.1,302.0,160,0.22270600081686098,1.1428571428571428,0.5833333333333334,0.40677615991809957,0.6559637706120275
6619,1978,Graduation,Married,38415.0,1,1,2013-01-02,91,22,1,13,4,0,4,2,1,0,3,7,0,0,0,0,0,0,3,11,0,47,4,44,0.5909090909090909,0.4090909090909091,4,0,0,0.0,11.0,155,0.09242218598155,0.125,0.2,-0.7678447117132731,0.19345940496605618
9081,1988,Graduation,Single,20518.0,1,0,2014-05-18,58,4,1,6,4,1,9,1,1,1,2,5,0,0,0,0,0,0,3,11,0,37,2,25,0.52,0.44,4,0,0,0.0,12.5,139,0.1389268226129503,0.16666666666666666,0.4,-0.7015488651428942,0.16021113261403874
178,1956,Graduation,Married,62503.0,0,1,2013-02-18,40,478,0,193,110,75,117,4,8,3,11,5,0,0,0,0,0,0,3,11,0,69,3,973,0.6115107913669064,0.3114080164439877,22,0,0,0.0,324.3333333333333,154,0.3222007052589083,1.3333333333333333,0.4782608695652174,0.5620132978936198,0.5417710505331439
916,1972,PhD,Single,41644.0,1,1,2014-05-09,67,20,3,4,2,0,2,2,1,0,3,3,0,0,0,0,0,0,3,11,0,53,3,31,0.7096774193548387,0.2903225806451613,4,0,0,0.0,10.333333333333334,139,0.11446780314766217,0.25,0.2,-0.5757793541716043,0.2054300619025255
5512,1977,Master,Married,55842.0,0,1,2014-05-23,19,451,0,39,0,4,24,1,7,1,8,5,0,0,0,0,0,0,3,11,0,48,3,518,0.916988416988417,0.07528957528957529,16,0,0,0.0,172.66666666666666,139,0.39240704371134494,1.1666666666666667,0.47058823529411764,0.4269192915713821,0.26898693641918836
8970,1972,PhD,Married,62010.0,0,1,2012-10-23,93,371,22,39,6,0,92,4,6,2,7,5,0,0,0,0,0,0,3,11,0,53,3,530,0.8735849056603774,0.12641509433962264,15,0,0,0.0,176.66666666666666,158,0.18276010667924436,1.0,0.5,0.2810066489468099,0.34256126723245955
10581,1977,Graduation,Married,41124.0,1,0,2012-10-31,41,281,7,84,15,0,119,7,7,3,4,8,0,0,0,0,0,0,3,11,0,48,3,506,0.7905138339920948,0.20948616600790515,14,0,0,0.0,168.66666666666666,158,0.29778127157234124,0.7777777777777778,0.6666666666666666,0.06629584657037906,0.4062191356446178
5300,1973,Master,Married,38961.0,1,0,2013-12-30,60,19,7,19,0,1,24,1,2,1,2,7,0,0,0,0,0,0,3,11,0,52,3,70,0.6142857142857143,0.37142857142857144,5,0,0,0.0,23.333333333333332,144,0.1599884976258621,0.25,0.5,-0.5757793541716043,0.16804983756413985
5154,1972,Master,Divorced,37760.0,1,0,2013-08-11,54,26,3,13,2,10,0,1,2,0,3,6,0,0,0,0,0,0,3,11,0,53,2,54,0.48148148148148145,0.3333333333333333,5,0,0,0.0,27.0,148,0.18289470581771516,0.2857142857142857,0.3333333333333333,-0.5244256803300414,0.2427731547088365
8346,1974,Graduation,Single,32233.0,1,0,2012-08-19,26,138,15,35,25,11,72,2,6,2,2,9,1,0,0,0,0,0,3,11,1,51,2,296,0.7094594594594594,0.2533783783783784,10,1,3,8.777083671441753e-18,148.0,160,0.36186231068997393,0.6,0.7272727272727273,-0.12576951097128972,0.4740709214021748
1676,1975,Graduation,Married,43057.0,0,1,2013-10-30,30,213,2,44,0,2,5,4,4,2,5,5,0,0,0,0,0,0,3,11,0,50,3,266,0.8195488721804511,0.17293233082706766,11,0,0,0.0,88.66666666666667,146,0.3073931854932629,0.6666666666666666,0.5,-0.0513536738415628,0.3679388351020409
9286,1960,Master,Together,83151.0,0,0,2012-10-10,93,407,28,100,120,74,18,1,5,9,4,3,0,0,0,0,0,0,3,11,0,65,2,747,0.5689424364123159,0.3319946452476573,18,0,0,0.0,373.5,158,0.20900469730201682,1.25,0.7368421052631579,0.49571745132324085,0.3868910049201955
2426,1964,PhD,Divorced,78825.0,0,0,2012-09-14,35,483,74,114,169,37,18,1,5,10,13,3,0,0,0,0,0,0,3,11,1,61,1,895,0.5597765363128492,0.39888268156424583,28,0,0,0.0,895.0,159,0.3859064673783089,1.25,0.5172413793103449,0.49571745132324085,0.3583657407259553
5172,1976,Master,Together,65104.0,0,1,2013-11-14,4,738,0,232,13,20,50,2,3,5,7,7,0,0,0,0,0,0,3,11,0,49,3,1053,0.748338081671415,0.23266856600189934,15,0,0,0.0,351.0,145,0.6461008225937845,0.375,0.5,-0.402035104276994,0.34399167741521597
5562,1974,Graduation,Married,60093.0,0,1,2013-06-26,92,502,12,109,16,6,90,2,7,2,10,6,0,0,0,0,0,0,3,11,0,51,3,735,0.8054421768707483,0.18639455782312925,19,0,0,0.0,245.0,150,0.18838228496699783,1.0,0.45,0.2810066489468099,0.34047066479049254
3436,1969,Graduation,Married,14045.0,1,0,2014-01-26,24,11,0,5,2,1,1,1,1,0,3,7,0,0,0,0,0,0,3,11,0,56,3,20,0.6,0.35,4,0,0,0.0,6.666666666666667,143,0.24034713551243253,0.125,0.2,-0.7678447117132731,0.15607918062767057
